N,P,K,temperature,humidity,ph,rainfall,label
76.9,52.5,86.0,25.09,75.38,6.47,123.62,Chili
63.5,54.5,53.1,23.7,59.47,6.82,62.36,Wheat
94.1,68.6,92.4,30.0,83.88,6.91,126.03,Sugarcane
34.5,74.4,32.8,20.87,64.93,6.5,34.48,Lentil
27.4,74.1,32.6,18.19,64.47,7.0,36.03,Lentil
51.1,30.5,35.5,31.03,44.67,6.02,41.73,Millet
108.5,64.8,52.5,26.19,88.72,5.94,242.82,Rice
63.5,62.1,69.4,20.85,87.03,5.24,59.29,Potato
54.1,25.3,28.3,30.74,48.77,6.2,46.68,Millet
119.2,78.5,139.4,16.94,87.77,6.32,76.98,Cabbage
130.9,82.2,133.0,17.93,83.74,6.26,75.63,Cabbage
98.8,55.0,63.6,25.25,87.57,6.25,252.15,Rice
92.8,-0.9024084354881623,83.6,30.15,71.81,6.57,89.76,Chili
26.9,80.5,27.4,21.74,65.25,6.52,41.0,Lentil
67.4,59.4,67.3,16.2,70.63,6.45,55.42,Garlic
31.2,15.7,27.2,31.59,61.03,6.31,92.85,Mango
64.3,70.9,58.4,20.89,83.32,5.02,55.96,Potato
77.8,42.5,83.1,32.83,68.75,6.25,101.77,Chili
91.8,50.2,61.5,30.12,91.71,6.14,251.97,Rice
94.1,61.0,60.4,24.64,88.39,6.39,252.08,Rice
83.9,58.7,70.7,28.95,70.43,6.35,87.11,Chili
65.9,55.7,88.7,24.15,70.5,6.66,105.91,Chili
64.1,61.8,57.5,17.72,68.96,6.38,45.0,Onion
107.8,63.5,65.5,21.71,68.13,6.5,63.13,Maize
118.8,83.7,110.6,16.04,86.06,6.29,75.68,Cabbage
32.6,76.8,28.2,12.52,76.26,6.7,46.18,Pea
67.9,65.0,67.7,18.65,91.39,5.2,55.52,Potato
,20.3,29.1,20.17,56.38,5.81,145.4,Apple
48.2,29.7,28.4,28.37,46.45,6.29,57.53,Millet
108.5,61.3,60.3,24.1,89.37,6.41,279.08,Rice
61.9,53.3,69.2,21.81,75.92,6.46,59.72,Tomato
62.8,59.3,72.8,16.06,71.81,6.67,40.16,Garlic
68.3,49.1,38.7,16.61,62.36,6.41,51.58,Barley
92.3,61.8,74.5,21.72,74.42,6.57,86.32,Maize
80.1,56.0,71.9,25.68,71.84,6.27,96.34,Chili
110.9,81.6,132.3,17.43,88.19,5.82,68.96,Cauliflower
129.7,86.2,120.6,17.3,84.06,6.14,73.9,Cabbage
58.9,58.8,58.0,17.41,67.87,6.92,56.11,Mustard
71.9,57.0,60.8,26.78,70.06,6.41,51.98,Tomato
124.9,76.4,136.4,18.54,86.53,6.2,73.57,Cabbage
69.9,47.6,49.9,20.87,56.32,6.67,68.5,Wheat
136.1,77.8,122.9,17.37,85.46,6.2,60.53,Cabbage
24.7,24.7,30.5,28.77,58.74,5.83,104.94,Mango
22.4,20.3,32.9,20.17,57.21,5.69,161.2,Apple
120.2,111.8,384.4,29.11,78.55,6.24,142.68,Banana
98.1,59.6,83.3,22.94,63.35,6.18,92.75,Maize
105.7,65.1,61.9,27.76,87.34,6.06,217.98,Rice
96.8,76.9,79.7,20.39,69.55,6.5,98.94,Maize
50.7,55.5,60.0,14.56,62.45,6.76,51.16,Mustard
63.6,73.6,63.7,20.93,69.72,6.77,50.43,Onion
25.2,95.2,28.1,16.11,74.49,6.95,53.31,Pea
34.5,23.1,31.7,29.78,61.06,6.9,110.2,Mango
84.1,52.9,98.2,27.07,64.41,6.7,101.07,Chili
62.5,67.2,61.8,12.97,68.46,6.26,50.46,Garlic
68.7,62.1,65.3,26.05,67.73,6.44,68.86,Tomato
101.5,67.6,74.8,24.84,64.9,6.73,81.89,Maize
69.9,54.6,64.0,19.06,85.75,5.14,63.74,Potato
128.5,86.2,131.9,17.42,84.27,6.04,75.84,Cauliflower
122.3,88.8,136.7,18.29,84.67,6.05,68.63,Cauliflower
68.2,48.8,53.7,23.37,69.19,6.74,63.62,Tomato
129.0,86.9,128.9,17.05,91.02,6.2,79.67,Cauliflower
56.8,59.0,49.1,18.74,67.24,6.54,51.4,Mustard
132.5,85.3,122.8,16.82,86.24,6.3,76.09,Cabbage
100.8,-7.990702255024795,70.6,24.41,92.83,5.76,221.21,Rice
72.6,67.1,71.5,21.01,82.9,5.23,60.45,Potato
27.3,13.8,37.5,28.69,63.78,6.25,112.82,Mango
29.1,75.8,30.3,13.58,76.89,6.53,40.29,Pea
29.7,21.8,29.9,28.88,59.75,6.51,97.46,Mango
134.8,74.0,127.3,18.71,83.82,5.95,86.73,Cauliflower
122.7,81.2,135.4,15.55,84.15,6.22,73.32,Cabbage
100.7,65.0,48.9,28.86,85.84,6.39,205.92,Rice
32.2,73.2,30.5,13.07,72.97,6.53,45.23,Pea
31.8,85.1,30.6,14.68,73.48,6.79,45.52,Pea
26.2,79.7,28.7,19.22,65.53,6.29,36.55,Lentil
129.1,72.3,115.0,17.6,83.24,5.98,71.5,Cauliflower
33.0,23.1,29.2,26.73,60.82,6.19,87.58,Mango
71.1,35.2,45.7,16.97,62.53,6.73,78.5,Wheat
75.3,55.6,75.4,26.17,74.17,6.31,102.59,Chili
31.0,17.8,26.9,30.38,60.73,6.24,88.01,Mango
31.1,72.2,24.4,19.02,65.66,6.57,36.02,Lentil
56.9,71.3,67.2,17.42,70.09,6.67,43.93,Onion
67.2,72.7,67.1,23.08,88.85,5.21,58.92,Potato
31.4,25.1,32.6,22.48,56.51,6.05,142.07,Apple
59.9,31.0,34.8,29.25,51.54,6.58,27.57,Millet
63.8,66.6,66.3,18.57,70.53,6.71,48.33,Onion
67.9,70.0,71.1,23.36,88.11,5.13,54.92,Potato
101.3,57.6,62.3,26.76,87.92,6.58,199.84,Rice
31.5,82.6,28.8,21.41,64.63,6.59,31.38,Lentil
96.7,58.8,73.4,22.45,67.3,6.18,87.16,Maize
35.4,91.0,28.2,19.69,64.31,6.58,29.83,Lentil
68.6,64.4,63.6,19.55,70.02,6.61,49.74,Onion
132.6,86.4,112.0,17.76,83.89,5.77,72.93,Cauliflower
32.5,83.3,27.9,13.35,74.36,7.22,50.38,Pea
115.9,79.9,122.4,19.82,86.75,6.25,74.44,Cabbage
100.8,59.2,78.6,23.62,71.09,6.86,77.9,Maize
53.5,30.7,30.9,30.41,53.2,6.47,49.48,Millet
58.6,26.7,,29.99,51.02,6.28,49.9,Millet
31.6,22.1,31.6,29.69,62.32,5.69,100.93,Mango
29.8,84.7,24.5,21.85,63.1,6.67,42.68,Lentil
125.3,82.8,124.3,17.8,82.76,5.87,80.17,Cauliflower
119.6,87.5,121.0,17.74,83.92,6.33,71.72,Cabbage
89.9,42.5,82.6,22.36,68.28,6.45,84.5,Maize
57.9,68.4,65.1,21.01,87.66,5.16,57.29,Potato
59.6,59.8,68.4,17.86,86.67,5.15,59.78,Potato
48.7,47.4,40.0,16.54,65.33,6.84,63.62,Barley
59.0,47.3,48.3,16.98,58.47,6.58,51.8,Barley
92.1,54.4,86.1,27.35,71.64,6.11,91.15,Chili
24.7,20.6,31.3,22.54,64.37,6.14,111.16,Apple
129.0,80.3,123.9,17.2,85.13,6.27,70.05,Cabbage
58.6,23.4,33.8,29.98,54.34,5.56,29.7,Millet
65.0,67.9,72.5,17.43,71.63,6.52,47.75,Onion
100.6,70.7,106.0,24.83,81.39,6.9,111.07,Sugarcane
54.8,42.0,47.3,16.28,60.83,6.76,54.37,Barley
62.3,63.6,70.3,18.06,86.61,5.2,59.0,Potato
95.2,80.3,105.5,26.4,84.55,6.68,121.2,Sugarcane
59.1,38.7,33.7,28.75,59.54,6.42,43.41,Millet
119.4,105.9,405.1,27.54,79.41,5.99,119.14,Banana
70.4,50.8,60.8,27.19,72.16,6.41,63.16,Tomato
60.3,43.4,40.7,18.4,59.57,6.79,54.55,Barley
117.7,77.5,113.6,17.5,85.4,5.83,84.7,Cauliflower
50.4,54.8,54.3,13.11,63.91,7.11,56.22,Mustard
100.6,55.1,91.7,24.06,67.53,6.13,81.79,Maize
53.7,28.3,30.9,27.46,46.9,5.83,38.01,Millet
120.7,89.0,125.5,18.65,85.3,5.87,81.39,Cauliflower
103.4,61.9,76.6,21.73,66.0,6.76,85.11,Maize
66.7,56.1,52.1,12.88,72.21,6.49,42.34,Garlic
26.8,20.3,29.5,22.67,61.66,5.69,123.13,Apple
54.7,54.0,52.8,19.21,62.78,6.75,53.95,Mustard
131.1,79.1,132.4,17.62,87.03,6.12,73.26,Cabbage
78.1,60.3,89.3,25.29,68.49,6.61,93.68,Chili
104.0,75.4,70.1,24.39,73.82,6.21,93.39,Maize
93.3,47.5,57.7,27.55,91.69,6.33,219.52,Rice
103.2,53.9,70.3,25.54,86.69,6.45,194.23,Rice
66.6,67.9,72.0,21.99,86.15,5.09,62.24,Potato
58.6,47.2,42.0,13.36,65.46,6.51,55.82,Barley
97.6,60.4,97.8,26.1,81.59,7.17,119.02,Sugarcane
60.0,64.0,63.8,20.75,71.05,6.41,42.54,Onion
66.1,66.0,68.4,16.52,71.31,6.58,38.68,Garlic
52.2,31.2,36.5,27.43,43.24,6.18,58.59,Millet
117.7,90.4,135.8,18.85,86.14,6.0,83.07,Cauliflower
24.8,22.7,30.3,30.93,57.88,6.72,107.03,Mango
68.0,57.6,65.0,21.23,63.93,6.76,52.83,Mustard
89.2,62.1,95.3,25.22,84.81,6.97,110.28,Sugarcane
66.3,55.0,60.5,21.01,59.39,6.88,82.4,Wheat
30.9,22.8,29.6,29.01,65.54,6.68,112.09,Mango
25.6,17.3,36.3,28.54,66.4,6.09,91.22,Mango
92.8,76.1,98.5,27.86,78.25,6.73,114.85,Sugarcane
91.4,63.1,99.8,27.23,81.2,7.28,112.87,Sugarcane
55.9,38.4,35.1,15.68,56.98,6.81,52.26,Barley
96.5,79.3,109.9,27.43,119.19205208752629,6.73,107.16,Sugarcane
32.4,93.4,30.2,18.64,65.31,6.98,40.09,Lentil
94.0,55.1,68.2,30.23,89.02,5.98,217.09,Rice
110.6,54.4,53.4,22.12,85.9,5.92,266.05,Rice
66.2,59.7,56.4,26.13,69.97,6.51,66.1,Tomato
65.5,51.6,46.6,18.99,61.52,6.64,69.21,Wheat
30.1,81.8,25.0,15.07,75.19,6.8,43.68,Pea
31.2,80.4,25.6,20.66,68.09,6.76,30.86,Lentil
74.2,60.9,,28.94,71.63,6.65,83.79,Chili
56.8,26.4,28.1,30.41,46.26,5.94,40.06,Millet
62.3,59.9,62.7,19.84,86.53,5.08,61.11,Potato
124.0,70.7,284.2506140319041,16.95,86.65,6.03,68.53,Cauliflower
26.6,43.9,26.9,24.36,73.38,6.52,63.69,Soybean
62.9,43.8,43.5,14.14,63.55,6.46,59.34,Barley
23.4,75.3,31.5,14.7,74.99,6.75,43.59,Pea
68.3,52.5,65.1,17.01,70.85,6.15,49.1,Onion
70.7,66.7,58.5,15.8,87.87,5.08,56.74,Potato
71.2,52.7,78.4,34.63,70.74,6.18,73.47,Chili
51.8,47.0,48.0,17.4,62.27,6.4,60.29,Barley
65.3,63.2,74.8,16.24,71.26,6.55,43.84,Garlic
58.8,60.1,59.0,15.76,65.52,7.02,59.14,Mustard
81.1,58.5,81.2,30.27,69.03,6.12,96.87,Chili
69.2,59.2,71.2,22.58,68.48,6.35,52.05,Onion
71.3,69.0,67.8,17.19,69.85,6.41,51.26,Onion
61.6,40.2,41.5,17.6,62.38,6.61,55.42,Barley
140.6,90.1,130.5,17.57,83.9,6.0,83.2,Cauliflower
72.1,53.7,49.9,20.14,57.31,6.54,79.35,Wheat
30.0,18.1,30.9,22.09,57.66,5.74,149.38,Apple
129.5,113.8,463.9,27.91,78.38,5.95,181.29,Banana
34.3,17.4,30.4,28.07,58.95,6.48,93.48,Mango
26.8,21.0,27.2,28.01,100.50292836745439,6.47,107.86,Mango
27.3,273.5115492042411,32.2,20.66,63.59,5.83,123.31,Apple
54.2,50.0,46.5,16.38,63.38,6.87,57.02,Barley
53.9,52.7,37.9,19.56,58.57,6.9,61.68,Wheat
89.0,58.8,94.1,28.08,82.9,7.45,109.54,Sugarcane
119.2,77.5,133.8,17.9,86.68,5.73,75.29,Cauliflower
55.1,33.1,29.2,30.32,53.76,6.28,51.4,Millet
61.5,68.1,66.1,17.98,66.75,6.81,43.89,Onion
24.3,41.9,29.9,24.76,73.35,6.32,55.87,Soybean
60.8,53.2,50.1,19.71,65.96,6.77,60.62,Mustard
65.0,58.0,64.3,14.86,71.85,6.6,43.43,Garlic
85.4,57.2,77.5,22.86,75.0,6.39,98.58,Chili
27.5,19.8,29.1,29.71,57.51,6.07,99.66,Mango
64.8,62.2,71.1,20.3,69.04,6.58,54.86,Onion
32.0,20.5,35.1,31.1,57.98,6.3,92.67,Mango
24.5,25.0,25.5,20.41,63.03,6.11,125.22,Apple
77.6,54.9,94.5,29.38,66.89,6.5,98.32,Chili
67.7,58.2,73.8,18.71,86.94,5.13,58.12,Potato
92.1,66.0,89.7,26.02,81.15,7.25,109.73,Sugarcane
94.7,77.5,80.5,28.96,81.81,7.04,118.24,Sugarcane
57.0,63.5,64.3,14.42,69.8,6.52,47.59,Garlic
29.9,69.3,34.9,15.48,76.09,6.85,53.97,Pea
114.6,54.6,54.4,26.0,82.19,6.12,206.02,Rice
115.9,84.3,126.4,15.73,86.1,6.43,62.0,Cabbage
67.1,60.9,61.7,18.97,69.65,6.8,43.12,Onion
34.2,19.8,30.2,21.34,70.62,6.22,149.35,Apple
65.4,60.6,75.1,17.11,70.92,6.67,46.22,Garlic
55.8,45.3,38.6,15.74,59.52,6.87,55.71,Barley
94.6,69.7,89.5,23.22,83.43,7.49,105.11,Sugarcane
56.0,51.6,64.7,25.42,65.62,6.38,55.22,Tomato
59.4,67.7,64.6,19.07,69.83,6.68,44.04,Onion
30.9,19.1,24.8,28.64,56.18,6.28,100.28,Mango
29.1,38.1,34.5,28.5,69.86,6.86,55.3,Soybean
87.3,55.9,106.2,26.4,85.41,7.36,96.43,Sugarcane
34.5,66.4,32.9,18.97,63.75,6.82,31.29,Lentil
88.0,63.6,65.1,26.06,81.02,6.11,234.8,Rice
130.1,80.8,128.0,17.62,86.66,5.89,75.93,Cauliflower
132.2,70.9,120.8,15.92,86.24,5.96,77.15,Cauliflower
64.4,62.2,57.9,18.57,88.0,5.13,60.5,Potato
33.5,86.3,28.9,19.14,64.61,7.11,36.34,Lentil
107.5,55.0,100.1,26.7,81.03,6.79,101.14,Sugarcane
59.8,31.5,32.2,32.1,51.2,6.22,41.08,Millet
127.7,74.9,115.9,18.7,85.6,5.77,68.53,Cauliflower
65.5,63.5,72.1,21.27,70.03,6.43,49.41,Onion
135.7,77.9,122.6,15.91,86.76,5.99,89.67,Cauliflower
70.4,44.9,40.6,19.73,57.52,6.58,73.8,Wheat
57.0,35.2,31.1,29.56,45.68,6.23,38.9,Millet
52.2,26.4,31.8,29.59,52.22,6.23,42.86,Millet
122.1,106.4,427.7,27.87,79.53,6.25,1.4258713358291781,Banana
33.9,74.1,30.6,19.68,65.84,6.54,37.88,Lentil
32.9,18.3,25.5,26.42,64.39,6.18,97.29,Mango
65.3,71.6,66.7,18.82,70.16,6.44,50.81,Onion
91.9,52.5,84.7,22.53,69.54,6.32,82.46,Maize
101.5,69.3,97.5,29.94,80.92,7.29,78.66,Sugarcane
54.7,51.9,56.7,16.03,67.66,6.92,58.4,Mustard
121.5,111.4,402.4,29.29,81.23,5.89,140.68,Banana
88.3,56.5,84.0,28.05,79.67,6.98,99.07,Sugarcane
125.9,73.3,108.1,17.76,83.68,6.18,75.07,Cauliflower
25.6,18.7,32.5,22.83,61.39,6.19,136.73,Apple
80.2,49.4,72.6,28.42,113.53909352574779,,111.49,Chili
67.5,62.4,68.5,26.35,70.98,6.2,53.04,Tomato
60.4,49.5,50.2,16.92,56.9,6.38,69.58,Wheat
62.0,62.4,59.7,16.13,68.81,6.67,46.51,Garlic
108.8,54.2,84.2,22.08,69.47,6.36,77.95,Maize
60.3,73.5,65.8,18.8,71.84,6.58,41.14,Onion
94.2,81.1,77.3,28.97,87.84,7.09,133.13,Sugarcane
50.8,28.6,36.0,29.5,51.37,5.84,40.81,Millet
28.9,24.6,27.3,29.81,57.41,6.64,99.87,Mango
35.7,82.7,26.5,19.45,64.92,6.82,37.59,Lentil
67.5,64.4,67.1,14.88,68.99,12.779620067362274,42.17,Garlic
30.6,14.0,27.5,20.7,60.69,5.93,126.17,Apple
78.0,53.8,79.4,28.69,72.15,6.27,92.18,Chili
54.4,55.5,53.4,14.27,67.57,7.04,54.48,Mustard
54.0,33.5,24.7,28.51,54.29,6.14,32.12,Millet
63.4,59.8,64.4,15.28,70.83,6.35,45.45,Garlic
57.9,54.8,38.1,15.82,65.4,6.78,56.69,Barley
100.5,51.4,51.4,26.66,91.67,6.19,187.42,Rice
74.5,54.0,94.7,30.76,67.1,6.54,95.96,Chili
72.2,50.4,38.4,21.04,64.43,6.85,84.09,Wheat
61.8,50.6,54.7,16.76,64.13,6.92,54.97,Mustard
55.4,36.3,46.4,16.25,62.33,6.86,58.35,Barley
108.4,57.0,75.4,19.55,70.34,6.81,87.31,Maize
54.2,41.3,42.6,17.2,57.7,6.0,61.23,Barley
66.0,70.5,62.2,17.22,69.91,6.62,45.64,Garlic
110.0,57.8,58.3,30.82,88.89,6.36,279.13,Rice
57.8,66.8,61.0,21.79,88.06,5.16,64.7,Potato
67.2,64.5,74.7,13.94,72.28,6.22,38.36,Garlic
30.9,77.2,33.8,18.38,64.69,6.4,36.05,Lentil
83.0,47.1,79.1,23.74,72.12,6.63,88.89,Chili
31.7,17.1,25.7,20.93,56.99,6.13,150.86,Apple
51.9,26.5,32.7,31.55,50.1,6.1,34.16,Millet
120.4,76.5,125.8,17.93,87.09,6.21,66.94,Cabbage
116.1,69.2,126.7,17.66,88.19,6.15,82.21,Cauliflower
30.5,45.8,30.6,24.96,71.7,6.37,59.66,Soybean
72.7,53.5,68.9,26.41,69.05,6.58,40.61,Tomato
61.8,71.1,67.5,20.3,68.92,6.51,47.31,Onion
65.7,67.1,62.8,21.55,70.6,6.55,46.88,Onion
117.6,79.4,121.3,17.15,86.98,6.14,77.33,Cabbage
27.8,17.5,29.2,21.17,58.95,6.19,146.77,Apple
28.0,87.4,33.4,15.43,72.89,6.88,546.3298631188179,Pea
62.7,63.6,61.4,,73.43,6.35,51.97,Onion
72.6,61.0,63.1,18.79,68.77,6.5,49.49,Onion
64.1,60.3,66.1,17.05,71.05,6.3,45.73,Garlic
53.4,48.9,50.9,20.23,62.08,6.78,55.62,Mustard
70.8,67.8,68.0,19.26,69.03,6.63,47.13,Onion
105.6,60.0,87.9,20.44,71.73,6.77,88.5,Maize
106.2,76.0,116.5,17.62,81.64,5.66,85.85,Cauliflower
52.4,55.5,61.7,11.18,66.03,6.65,52.53,Mustard
96.7,67.0,64.5,32.12,88.96,6.16,239.77,Rice
30.5,62.4,27.2,14.99,76.09,6.51,40.92,Pea
127.2,81.5,125.5,17.38,83.48,6.24,76.21,Cabbage
55.7,64.2,77.3,13.87,69.69,6.72,48.75,Garlic
29.7,85.9,30.1,20.28,64.35,6.64,37.14,Lentil
93.1,59.2,74.1,28.69,82.85,6.91,111.17,Sugarcane
64.2,52.7,72.1,26.95,70.36,6.23,51.83,Tomato
88.8,69.4,103.4,36.23,79.39,7.15,103.66,Sugarcane
58.2,67.9,67.5,20.34,71.79,6.51,55.56,Onion
53.8,55.6,54.8,19.13,65.57,6.74,62.24,Mustard
35.0,19.2,28.5,29.4,62.12,6.62,122.07,Mango
48.3,24.9,34.8,31.55,52.19,6.14,38.89,Millet
124.8,84.4,473.2,28.8,77.86,5.94,136.85,Banana
62.9,43.5,49.9,21.53,55.85,6.76,69.09,Wheat
131.0,96.6,342.6,28.36,79.86,6.01,154.5,Banana
66.4,47.8,46.7,20.65,55.58,7.01,84.75,Wheat
91.9,74.1,94.8,27.49,82.65,6.8,108.21,Sugarcane
127.1,82.8,124.4,18.97,85.11,6.17,78.93,Cauliflower
58.5,30.7,33.2,27.24,48.45,6.71,60.7,Millet
52.5,30.2,32.3,29.63,55.93,6.25,59.92,Millet
65.3,63.1,66.7,22.79,69.78,6.13,48.79,Onion
80.0,57.0,85.7,30.12,64.63,6.49,115.11,Chili
27.6,17.0,35.9,31.26,53.79,6.25,102.02,Mango
31.3,21.2,27.2,19.83,60.94,5.97,168.76,Apple
94.9,68.8,100.3,27.85,78.87,7.03,125.61,Sugarcane
57.6,32.4,31.3,27.47,50.76,6.1,41.98,Millet
35.3,75.6,31.6,19.22,63.97,6.27,39.99,Lentil
101.3,59.0,56.2,26.13,87.42,6.11,207.18,Rice
30.8,84.1,29.7,15.08,74.9,6.93,45.6,Pea
141.5,83.8,129.4,16.13,84.39,6.21,71.07,Cabbage
114.8,99.2,377.1,28.32,79.64,5.91,137.16,Banana
57.2,29.8,32.5,32.7,41.75,6.52,62.89,Millet
54.0,56.4,53.5,15.35,66.71,6.81,713.9290109158023,Mustard
129.9,76.6,127.5,16.74,85.63,6.07,65.2,Cauliflower
121.8,74.1,116.6,16.61,86.1,6.19,69.83,Cabbage
119.8,77.0,129.1,17.07,85.91,6.26,74.58,Cabbage
29.9,18.8,26.4,20.85,61.39,6.09,168.94,Apple
25.9,20.0,31.8,19.39,56.93,5.98,128.18,Apple
33.1,83.1,30.2,19.94,65.58,6.63,40.92,Lentil
31.4,16.8,30.2,27.83,64.64,6.12,94.55,Mango
128.5,83.0,382.3,27.96,78.62,5.88,143.62,Banana
94.0,67.7,88.8,52.74737487133733,81.14,7.61,96.63,Sugarcane
117.0,78.4,130.0,18.72,83.2,5.93,81.91,Cauliflower
29.8,42.8,32.2,24.34,75.31,6.74,52.03,Soybean
34.5,75.7,34.2,19.16,64.09,6.68,34.91,Lentil
29.5,24.0,27.8,30.58,57.44,6.54,90.04,Mango
69.8,49.4,52.4,18.99,59.23,6.34,71.73,Wheat
83.7,63.3,85.2,30.32,80.75,7.04,107.74,Sugarcane
70.8,64.1,61.3,21.59,90.46,4.98,55.99,Potato
74.0,48.5,43.8,18.29,64.1,6.51,88.57,Wheat
31.1,25.1,29.1,30.39,62.64,7.28,101.21,Mango
28.1,46.5,29.8,25.15,68.17,6.41,55.96,Soybean
31.9,74.2,30.5,18.0,65.14,6.72,34.15,Lentil
45.9,37.7,25.1,32.89,52.06,6.3,47.45,Millet
27.3,21.5,33.0,21.21,57.33,6.08,134.64,Apple
139.2,79.0,118.4,17.52,87.93,5.92,69.09,Cauliflower
82.4,55.7,70.3,25.09,68.2,6.37,107.53,Chili
23.1,26.4,26.9,32.41,60.13,6.69,95.93,Mango
62.9,70.8,63.2,16.99,69.77,6.33,53.06,Garlic
30.8,24.4,28.1,21.4,59.77,6.07,131.27,Apple
75.2,52.9,72.4,24.46,67.44,6.78,101.58,Chili
134.6,75.2,123.9,16.19,88.34,6.21,75.94,Cauliflower
30.7,43.8,34.9,22.53,67.5,6.75,55.44,Soybean
28.5,22.5,29.2,31.19,54.76,5.95,96.74,Mango
31.0,70.5,30.4,20.9,66.64,6.4,42.98,Lentil
82.0,77.2,79.7,30.1,81.58,7.23,95.84,Sugarcane
28.0,17.3,35.1,26.88,53.11,6.12,87.16,Mango
31.1,75.3,35.3,11.73,75.79,6.43,45.38,Pea
64.5,65.5,68.5,14.76,70.62,6.54,44.08,Garlic
62.5,61.9,56.2,20.03,87.37,5.17,60.23,Potato
,25.8,26.7,19.66,65.09,6.2,145.76,Apple
130.0,107.4,454.0,28.66,80.11,5.78,142.08,Banana
139.0,93.4,411.8,28.49,79.15,6.01,152.14,Banana
32.3,17.5,31.7,30.0,59.81,6.33,94.68,Mango
26.5,40.5,32.5,23.97,65.51,6.4,54.89,Soybean
65.1,69.6,73.1,21.22,87.29,5.24,52.69,Potato
75.6,50.9,70.6,31.3,69.26,5.93,98.97,Chili
35.9,82.9,27.3,19.6,64.52,6.88,41.84,Lentil
96.2,65.6,52.5,28.82,91.1,5.63,205.08,Rice
130.1,67.1,117.8,16.59,83.41,6.28,80.18,Cabbage
52.6,62.7,73.3,19.21,86.27,5.07,56.26,Potato
55.2,64.1,68.1,16.34,63.61,7.03,56.68,Mustard
87.3,77.1,114.5,25.99,83.84,6.76,125.51,Sugarcane
31.5,74.4,32.0,11.66,72.84,7.21,42.27,Pea
57.5,32.0,32.6,29.64,51.62,6.13,33.58,Millet
129.7,78.4,124.1,18.62,85.15,6.21,77.86,Cabbage
63.2,56.9,67.1,17.21,68.35,6.44,57.72,Onion
23.8,80.2,33.3,18.93,62.96,6.7,37.25,Lentil
50.4,35.2,28.8,28.11,48.15,6.27,60.45,Millet
34.0,86.1,31.9,21.32,63.76,6.6,40.64,Lentil
57.2,59.4,71.3,16.65,67.94,6.21,41.87,Garlic
60.7,52.0,48.5,19.26,58.4,6.82,78.86,Wheat
28.3,17.5,25.0,21.99,59.42,5.79,128.98,Apple
66.7,63.0,55.4,22.95,66.05,6.64,59.53,Mustard
51.9,59.9,62.9,18.07,64.03,7.16,54.63,Mustard
73.9,49.6,76.5,28.01,74.53,6.68,78.85,Chili
63.7,55.0,66.5,24.02,70.64,6.38,59.37,Tomato
29.8,43.9,30.6,23.08,69.35,6.62,57.14,Soybean
65.1,71.1,59.1,16.7,70.72,6.34,47.3,Garlic
67.7,59.4,69.8,20.84,70.63,6.62,48.2,Onion
64.3,33.5,24.9,26.49,50.1,5.97,58.01,Millet
128.0,77.3,118.3,17.22,80.93,6.2,71.48,Cabbage
35.2,20.1,27.8,21.36,61.39,6.01,142.38,Apple
127.1,107.7,381.7,26.82,80.97,5.84,121.49,Banana
47.5,57.7,53.9,12.35,62.71,6.57,56.05,Mustard
134.2,94.9,422.9,27.45,83.31,5.87,128.23,Banana
65.8,68.5,68.2,19.21,86.17,5.16,62.38,Potato
65.5,47.9,54.9,17.39,65.39,6.78,67.51,Wheat
70.5,47.9,60.1,25.38,67.59,6.85,63.44,Tomato
61.5,65.8,63.4,15.0,69.59,6.59,49.78,Garlic
30.5,17.0,29.1,28.87,58.57,7.17,96.33,Mango
25.1,18.8,36.5,31.56,54.87,6.48,103.03,Mango
65.2,60.7,66.5,25.98,64.43,6.45,55.1,Tomato
64.3,254.85305422236783,43.9,18.92,60.56,6.86,65.91,Wheat
56.2,52.7,57.9,22.89,63.93,6.98,55.95,Mustard
23.0,25.0,31.7,30.61,56.41,6.75,102.29,Mango
97.5,69.5,95.2,27.57,85.53,6.59,120.1,Sugarcane
61.8,68.0,61.1,14.81,69.89,6.3,53.01,Garlic
29.4,18.0,31.0,30.36,61.47,6.44,83.71,Mango
86.6,58.9,79.1,25.77,68.66,6.47,112.76,Chili
31.1,17.0,30.9,20.38,59.08,6.17,152.12,Apple
26.8,17.9,22.5,22.61,65.32,5.83,136.96,Apple
64.4,54.3,61.1,26.57,70.26,6.38,55.02,Tomato
54.6,55.7,43.8,15.48,67.57,6.45,63.33,Mustard
82.2,52.0,72.6,30.32,71.19,6.78,74.7,Chili
89.6,56.5,65.3,24.36,88.23,5.91,236.66,Rice
107.0,57.8,71.1,23.62,69.32,6.41,98.4,Maize
46.4,46.5,56.8,15.94,62.95,6.67,60.28,Barley
28.8,46.6,31.9,27.02,69.92,6.77,58.03,Soybean
139.0,73.4,113.8,18.29,84.01,6.25,73.39,Cabbage
96.3,70.5,80.4,25.99,84.18,7.06,127.26,Sugarcane
31.8,85.7,31.8,18.9,64.59,6.56,35.75,Lentil
134.5,78.0,126.5,16.55,83.17,6.31,79.41,Cabbage
107.1,56.6,69.4,33.25,86.59,6.14,261.33,Rice
93.9,57.2,82.3,23.02,67.01,6.3,93.95,Maize
98.5,60.5,50.5,26.14,87.78,5.96,234.39,Rice
84.2,54.2,80.9,25.46,64.38,6.52,96.4,Chili
68.2,43.9,40.6,21.47,62.4,6.52,86.3,Wheat
